save_path,cat_db_key,uid_int,unique_id_hex,name,name_tag,status,is_alive,gender_guess,gender_token,gender_pre_u32_0,gender_pre_u32_1,gender_pre_u32_2,str_base,dex_base,con_base,int_base,spd_base,cha_base,lck_base,ground_truth_source,label_orientation_flag,label_gender,label_age,label_libido,label_aggression,label_inbredness,label_gayness,label_abilities,label_mutations,label_disorders,label_lovers,label_haters,notes
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,69,8518646424892102418,0x76384fca2ad85712,Jiro,,In House,1,male,male52,0,1,2,6,4,5,5,7,7,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,17,2545368860855829069,0x2352f77e35a7024d,Joemeth Hoemeth,,In House,1,male,male106,0,6,7,3,4,5,5,5,7,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,149,7815219900119508476,0x6c753d17a42fe5fc,Josta,,In House,1,male,male52,0,10,3,6,7,5,5,5,6,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,120,-7268402772262306845,0x9b21723032d73be3,Juansa,int,In House,1,male,male17,0,10,10,6,5,5,7,7,4,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,129,-7675617969979193562,0x957aba1f9bc90726,Judd,Sword,In House,1,male,male17,0,6,9,6,4,5,7,7,4,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,122,-573951650186396212,0xf808ea03dc63fdcc,Kalie,sword,In House,1,male,male17,0,4,4,6,4,5,7,7,5,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,175,-3121717840909034467,0xd4ad6e29cb9e1c1d,Kari,Appeal,In House,1,female,female39,0,2,1,6,4,4,4,7,5,7,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,108,186725053684718199,0x29761726f8b1a77,Karkitty,sword,In House,1,male,male17,0,10,9,6,4,5,7,7,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,117,99261364534462715,0x160a5af64ff48fb,Kaseton,sword,In House,1,male,male52,0,7,9,6,4,5,7,5,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,66,173183529569415610,0x2674580a8eef1ba,Khulie,,In House,1,female,female52,0,1,8,6,4,6,5,5,6,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,165,-8233638191411742125,0x8dbc3db047d03a53,Kilya,star2,In House,1,female,female39,0,9,3,5,4,4,7,6,7,7,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,56,4381995049290795182,0x3ccff947d07f88ae,Laco,,In House,1,male,male52,0,3,6,5,4,5,5,7,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,124,-8346668830755730303,0x8c2aacebc4facc81,Ladybug,sword,In House,1,male,male16,0,5,3,6,4,5,5,7,6,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,128,8803588652379862818,0x7a2ca13c65c2f722,Laika Pokorn,,In House,1,male,male10,0,7,10,5,5,5,7,5,4,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,147,-2120410754992315940,0xe292c9a71ac3e1dc,Lena,Sword,In House,1,male,male52,0,6,3,6,4,4,7,5,7,5,user_paste_2026-03-11,pink_blue,,,,,,0.5,,,,,,user provided 202cats sexuality labels
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,77,-5546796359529161014,0xb305d21964d59eca,Lina,,In House,1,female,female43,0,3,10,5,4,5,5,5,7,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,146,-4107559914339665514,0xc6ff04054c267996,Loca,lck,In House,1,female,female39,0,9,7,5,4,4,4,6,5,7,user_paste_2026-03-11,pink_blue,,,,,,0.5,,,,,,user provided 202cats sexuality labels
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,187,7884907471052898197,0x6d6cd191a2ee7f95,Lord,sword,In House,1,male,male23,0,9,7,5,4,6,7,7,5,7,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,75,-2582494245334637420,0xdc29232aa056a494,Luigi,evolution,In House,1,male,male5,0,7,4,6,5,5,4,4,6,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,7,8220230644163931295,0x72142037dd2bec9f,Luka,,In House,1,male,male69,0,7,1,4,5,4,5,4,6,7,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,86,6330160579364360937,0x57d93f82203192e9,Lulabelle,sword,In House,1,male,male26,0,4,10,6,4,4,7,6,6,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,94,4241160205094906172,0x3adba0bc6434693c,Luscious Lisa,sword,In House,1,male,male17,0,10,9,6,4,4,7,5,7,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,186,-5020226742097890395,0xba5492605956b3a5,Magenta,,In House,1,male,male55,0,3,2,5,4,6,5,6,7,7,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,36,-5163792331404294284,0xb856863bc8c2c774,Magika,dex,In House,1,male,male57,0,9,2,6,7,4,5,6,3,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,216,-2766618624135250733,0xd99aff04ff703cd3,Marit,sword,In House,1,male,male23,0,4,3,6,7,5,5,7,7,7,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,166,8087966841299799101,0x703e3afd82d00c3d,Marry,sword,In House,1,male,male52,0,3,3,7,5,5,5,7,7,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,212,-7384336762980366734,0x998590d684b28672,Mars,spd,In House,1,male,male63,0,8,8,5,5,3,6,7,5,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,115,-3328391932918564714,0xd1cf2d2bed1cf896,Mathias,cha,In House,1,male,male17,0,4,6,4,4,5,5,7,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,43,-504407052028970024,0xf8fffc75699c7bd8,Maui,,In House,1,male,male5,0,10,8,6,5,5,5,4,4,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,201,5302430631496190021,0x49960490dc7b0845,Megip,star2,In House,1,male,male55,0,7,6,5,7,6,5,7,7,7,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,192,8995752804059554507,0x7cd755838531a2cb,Meina,star2,In House,1,male,male50,0,10,2,5,7,5,7,7,7,7,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,182,-1788911091282302411,0xe72c82d72d5caa35,Melaan,appeal,In House,1,male,male23,0,6,2,6,4,6,5,7,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,210,3388080121696854887,0x2f04e0eb7c4da367,Menace,,In House,1,male,male52,0,5,9,6,4,6,5,7,5,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,176,434739609460524482,0x608815f17afc5c2,Mille,appeal,In House,1,female,female39,0,10,4,6,4,4,4,7,5,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,9,5381987038220961007,0x4ab0a8b23eeac4ef,Milz,,In House,1,male,male73,0,8,2,6,4,6,5,5,6,3,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,102,-287809192752787334,0xfc017f1066e0d07a,Misina,spd,In House,1,male,male17,0,1,1,4,4,5,5,7,5,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,32,5847708302255782009,0x51273bb7ea0ef879,Miss Bobo,,In House,1,male,male17,0,6,7,6,5,4,5,5,5,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,167,-1074154333329881483,0xf117d6532fed0675,Miss Jeffus,appeal,In House,1,male,male52,0,7,8,6,4,5,7,7,5,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,87,4452113470100363337,0x3dc9159cdd105849,Moaid,appeal,In House,1,female,female45,0,8,8,5,5,6,4,6,5,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,31,2518487357504266001,0x22f376e87b5a9f11,Morag,,In House,1,female,female11,0,7,10,5,5,3,6,6,6,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,10,1020810604822277150,0xe2aa5d62b622c1e,Morwen,,In House,1,female,female48,0,6,9,5,5,6,5,6,4,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,79,-1317424228127646875,0xedb791a4fff55b65,Mr. Friend,,In House,1,male,male70,0,6,8,6,4,6,4,5,6,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,2,-5608682764333894375,0xb229f4bdee05b519,Ms. Dapoint,,In House,1,male,male110,0,9,10,4,5,5,5,5,7,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,139,-3170495200644001900,0xd4002369bb888f94,Muffin,sword,In House,1,male,male10,0,1,6,5,5,5,7,5,7,4,user_paste_2026-03-11,rainbow,,,,,,1.0,,,,,,user provided 202cats sexuality labels
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,193,2141775015048299378,0x1db91d0750c2c372,Mus,apPeal,In House,1,male,male55,0,10,1,5,7,3,7,6,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,45,-6365945614000197885,0xa7a79e313a0fef03,Natsu,cha,In House,1,male,male52,0,6,6,5,4,5,5,7,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,150,4788317812643987862,0x427385ae56520196,Nena,,In House,1,male,male52,0,1,8,3,4,6,6,5,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,16,7618810783723833904,0x69bb740aa6c64a30,Neptune,,In House,1,male,male34,0,10,4,4,6,5,4,6,4,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,203,1358996868599480975,0x12dc2073a3bd828f,Netrox,,In House,1,male,male23,0,8,3,5,7,5,5,7,4,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,52,-7287301935104181235,0x9ade4d7ff3193c0d,Niles,,In House,1,male,male17,0,1,1,3,4,5,5,6,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,19,-759215235133288887,0xf576b9c421d0ce49,Nuclear Bomb,,In House,1,male,male109,0,10,7,4,6,6,6,5,4,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,59,-3186993016619809877,0xd3c586bc9eb9c3ab,Ophelia,cha,In House,1,male,male17,0,6,9,6,4,5,5,7,7,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,40,-216951299771795969,0xfcfd3bf13b8af5ff,Orzo,,In House,1,male,male5,0,3,1,6,5,5,4,4,6,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,136,-2322990375841732348,0xdfc3148f974d6904,Panika,,In House,1,male,male10,0,2,10,5,4,5,7,5,4,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,67,7066174356055203853,0x621018237da5200d,Pawvlov,,In House,1,male,male16,0,4,1,6,4,5,5,5,7,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,126,-147223293861810168,0xfdf4f531bab43008,Pepel,,In House,1,male,male23,0,7,5,3,5,6,6,5,6,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,54,-1119764638817736525,0xf075cbfe6739a8b3,Piko,,In House,1,male,male57,0,3,1,6,6,6,5,6,3,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,211,6753497929816463498,0x5db93e95ea0bd88a,Pineapple Pete,,In House,1,male,male23,0,3,10,7,5,5,5,7,7,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,140,7919554755425228603,0x6de7e9172860573b,Pirata,,In House,1,male,male10,0,1,6,5,4,5,5,7,4,4,user_paste_2026-03-11,pink_blue,,,,,,0.5,,,,,,user provided 202cats sexuality labels
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,57,-8943170412391582149,0x83e379e4939db63b,Pitica,,In House,1,male,male17,0,2,2,5,4,5,5,7,5,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,197,-3633111480795537513,0xcd94985b75c9df97,Pixelle,appeal,In House,1,male,male23,0,8,6,6,4,6,5,7,7,7,user_paste_2026-03-11,pink_blue,,,,,,0.5,,,,,,user provided 202cats sexuality labels
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,20,-8433159381186032001,0x8af766393e274e7f,Prixy,,In House,1,male,male109,0,7,3,4,6,5,6,6,4,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,4,-7091455052031268393,0x9d961733cb06e9d7,Psyche,,In House,1,male,male17,0,5,6,6,6,5,7,6,5,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,196,8723892945215552616,0x79117e699a1bfc68,Pudding,sword,In House,1,male,male23,0,9,5,6,7,5,7,7,7,7,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,78,5595418224394756740,0x4da6eb3ab2cbe284,Puki,,In House,1,,robotom,0,8,10,5,6,4,5,4,6,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,137,-5125432480050248522,0xb8dece50aa5b04b6,Queen Of Venus,,In House,1,female,female5,0,3,2,5,5,6,6,5,6,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,154,1556369565079919349,0x159955df99d15af5,Raoni,str,In House,1,male,male89,0,5,10,7,4,6,5,5,5,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,195,3310004086526875414,0x2def7f2df6869716,Renaly,appeal,In House,1,male,male52,0,8,1,6,4,6,7,5,5,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,72,1417905872282837629,0x13ad69e0e25be27d,Rocko,,In House,1,male,male5,0,3,1,6,5,4,5,4,4,6,user_paste_2026-03-11,rainbow,,,,,,1.0,,,,,,user provided 202cats sexuality labels; icon:none
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,60,-7514733398736070613,0x97b64dc9e292982b,Samir,,In House,1,male,male17,0,2,8,5,4,5,5,5,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,28,-1422887133633704064,0xec40e3b0d44a0f80,Sanjiksar,,In House,1,female,female51,0,10,1,5,5,5,5,3,6,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,21,705416004094188247,0x9ca241e46e8dad7,Sarang,,In House,1,male,male78,0,4,7,6,5,4,5,5,4,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,41,8628367835969368606,0x77be1ed4ee5c321e,Serafima,,In House,1,male,male26,0,3,6,6,7,4,5,4,5,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,218,3848024876030823509,0x3566ee3caeaf0c55,Shamwow,int,In House,1,male,male6,0,2,2,5,5,4,7,6,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,112,-2455257251877147205,0xdded2c89b5a92dbb,Shasta,,In House,1,male,male26,0,6,8,6,4,5,7,6,6,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,191,4446897042516861563,0x3db68d4cabf3e27b,Shoryia,star2,In House,1,male,male52,0,9,10,7,4,6,7,7,7,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,156,-6070358784511950868,0xabc1c0d8fdfe3fec,Sia,swOrd,In House,1,male,male51,0,3,5,6,4,4,7,7,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,55,1158696415689887260,0x1014844043b6ce1c,Sidecar Willie,,In House,1,male,male105,0,5,2,4,5,5,5,4,6,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,29,6162181807777762274,0x558477b49df7cbe2,Smeep,,In House,1,female,female51,0,3,1,5,4,5,5,3,6,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,90,-349008418414351732,0xfb2812b14ccaaa8c,Squeeeps,int,In House,1,male,male52,0,3,1,4,5,5,7,7,4,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,153,8772394331657510079,0x79bdce2aa0189cbf,Stripers,star2,In House,1,male,male23,0,7,5,6,4,6,7,7,7,7,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,38,-5989392734384526144,0xace1670a8eb46cc0,Symon,evolution,In House,1,male,male63,0,6,5,4,6,5,4,4,6,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,206,-4288358189391470013,0xc47cb0f28baf2243,Syret,appeal,In House,1,male,male55,0,1,10,5,4,6,7,7,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,190,-7040065152105251037,0x9e4caa0b4528ff23,Tamina,str,In House,1,male,male110,0,2,5,7,5,5,5,5,5,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,174,-4580245966732924666,0xc06fb28f78f7e906,Tevy,appeal,In House,1,male,male89,0,2,2,6,5,5,5,5,7,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,74,3525080171506143549,0x30eb99bd4365913d,The Widow,lck,In House,1,male,male5,0,3,8,6,4,5,5,4,4,7,user_paste_2026-03-11,rainbow,,,,,,1.0,,,,,,user provided 202cats sexuality labels; icon:none
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,217,1405373318378790913,0x1380e3964ac7a001,Theofanya,appeal,In House,1,male,male55,0,9,8,6,4,3,5,7,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,181,-2095714083496407066,0xe2ea87250669cfe6,Tiger Kitty,star2,In House,1,male,male23,0,7,8,6,4,4,7,7,7,7,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,85,841320246650343382,0xbacf84e8bf00fd6,Timber,,In House,1,male,male17,0,2,4,5,4,5,5,6,5,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,83,2946565598076394384,0x28e44dccc4badb90,Tonetta,,In House,1,male,male26,0,5,4,4,4,4,5,6,6,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,145,-3923512585097014067,0xc98ce2176d8494cd,Trixie,sword,In House,1,male,male17,0,2,7,6,4,5,7,7,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,64,1692931665100406186,0x177e80613f51fdaa,Trunks,sword,In House,1,male,male17,0,6,3,4,4,4,7,5,7,4,user_paste_2026-03-11,rainbow,,,,,,1.0,,,,,,user provided 202cats sexuality labels; icon:sword
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,155,-5480389658883904792,0xb3f1bea43f802ae8,Tuukka,sword,In House,1,male,male51,0,9,8,6,4,4,7,7,7,5,user_paste_2026-03-11,rainbow,,,,,,1.0,,,,,,user provided 202cats sexuality labels
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,135,873246167123196492,0xc1e64c328d97a4c,Vaine,sword,In House,1,male,male52,0,7,2,4,5,5,7,7,7,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,24,8580344061727507690,0x77138176a9e684ea,Vaquita,int,In House,1,male,male17,0,2,3,6,5,4,7,5,5,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,25,-8307819084807970290,0x8cb4b28f1fcf620e,Vasyanya,,In House,1,male,male17,0,3,1,6,6,4,4,6,5,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,131,3191859127006500647,0x2c4bc2f6fe4f9727,Vianco,sword,In House,1,male,male51,0,2,10,6,4,4,7,7,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,34,7429070854034794134,0x67195c94b1f3a696,Vtaypa,,In House,1,male,male17,0,9,7,3,4,5,5,6,7,6,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,170,-853049397987957144,0xf4295c1799112668,Walton,int,In House,1,female,female36,0,1,2,6,4,6,7,5,6,4,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,138,1014503293009154801,0xe143d5eb34652f1,Yonah,sword,In House,1,male,male17,0,1,3,6,4,4,7,5,7,5,,,,,,,,,,,,,,
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,207,-2810747268592438407,0xd8fe38404e25f379,Zianna,,In House,1,male,male55,0,10,2,6,4,6,7,5,6,7,user_paste_2026-03-11,rainbow,,,,,,1.0,,,,,,user provided 202cats sexuality labels
d:\google drive\coding\mewgenicsbreedingmanager\tools\saves\202cats.sav,27,-2832703402566491837,0xd8b037437ffbe143,Zora,,In House,1,male,male5,0,2,5,6,5,5,5,4,4,6,,,,,,,,,,,,,,
